organizations,count,first_date,last_date,lat,lon
Council,1,2013-04-02 07:17:51 -0400,2013-04-02 07:17:51 -0400,,
Mauá Wharf,1,2013-04-02 07:17:51 -0400,2013-04-02 07:17:51 -0400,,
Council Committee for Urban and Environmental Development,1,2013-04-02 07:17:51 -0400,2013-04-02 07:17:51 -0400,,
Conselho Municipal de Desenvolvimento Urbano,1,2013-04-02 07:17:51 -0400,2013-04-02 07:17:51 -0400,,
Sul Environmental Protection Association,1,2013-04-02 07:17:51 -0400,2013-04-02 07:17:51 -0400,,
Associação Gaúcha de Proteção ao Meio Ambiente,1,2013-04-02 07:17:51 -0400,2013-04-02 07:17:51 -0400,,
Porto Alegre Residents,1,2013-04-02 07:17:51 -0400,2013-04-02 07:17:51 -0400,,
Região Geral de Planejamento,1,2013-04-02 07:17:51 -0400,2013-04-02 07:17:51 -0400,,
Porto Alegre Council,1,2013-04-02 07:17:51 -0400,2013-04-02 07:17:51 -0400,,
Dossiê Belo Monte,1,2013-05-24 04:00:20 -0400,2013-05-24 04:00:20 -0400,,
Belo Monte Hydroelectric Plant,1,2013-05-24 04:00:20 -0400,2013-05-24 04:00:20 -0400,,
National Force,2,2013-05-24 04:00:20 -0400,2013-05-24 04:00:20 -0400,,
Brazilian Intelligence Agency,1,2013-05-24 04:00:20 -0400,2013-05-24 04:00:20 -0400,,
Munduruku,5,2013-05-24 04:00:20 -0400,2013-05-24 04:00:20 -0400,,
National Public Security Force,1,2013-05-24 04:00:20 -0400,2013-05-24 04:00:20 -0400,,
Ministry of Mining and Energy,1,2013-05-24 04:00:20 -0400,2013-05-24 04:00:20 -0400,,
CIMI,1,2013-05-24 04:00:20 -0400,2013-05-24 04:00:20 -0400,,
Força Nacional,1,2013-05-24 04:00:20 -0400,2013-05-24 04:00:20 -0400,,
Federal Police,1,2013-05-24 04:00:20 -0400,2013-05-24 04:00:20 -0400,,
Congress,4,2013-05-24 04:00:20 -0400,2013-06-27 18:30:39 -0400,,
National Congress,3,2013-05-24 04:00:20 -0400,2013-06-27 18:30:39 -0400,,
Coca-Cola,2,2013-05-28 05:00:06 -0400,2013-05-28 05:00:06 -0400,,
Rio de Janeiro Monopoly,1,2013-05-28 05:00:06 -0400,2013-05-28 05:00:06 -0400,,
State House,1,2013-06-14 15:50:52 -0400,2013-06-14 15:50:52 -0400,,
Carta Capital,1,2013-06-17 16:23:45 -0400,2013-06-17 16:23:45 -0400,,
São Paulo Movement Free Pass / Facebook,1,2013-06-17 16:23:45 -0400,2013-06-17 16:23:45 -0400,,
Rio Grande do Norte,1,2013-06-17 16:23:45 -0400,2013-06-17 16:23:45 -0400,,
Union of Passenger Transport Companies,1,2013-06-17 16:23:45 -0400,2013-06-17 16:23:45 -0400,,
Natal,2,2013-06-17 16:23:45 -0400,2013-06-17 16:23:45 -0400,,
FIFA Confederations Cup,1,2013-06-18 10:15:56 -0400,2013-06-18 10:15:56 -0400,,
Free Fare Movement São Paulo,1,2013-06-18 10:15:56 -0400,2013-06-18 10:15:56 -0400,,
Remix Social Ideas,1,2013-06-18 10:15:56 -0400,2013-06-18 10:15:56 -0400,,
Rosas Facebook,1,2013-06-18 10:15:56 -0400,2013-06-18 10:15:56 -0400,,
Mobilized People São Paulo,1,2013-06-18 10:15:56 -0400,2013-06-18 10:15:56 -0400,,
Globo Media Network,1,2013-06-18 10:15:56 -0400,2013-06-18 10:15:56 -0400,,
United Nations,1,2013-06-18 10:15:56 -0400,2013-06-18 10:15:56 -0400,,
Fortaleza,1,2013-06-18 10:15:56 -0400,2013-06-18 10:15:56 -0400,,
O Rappa,1,2013-06-21 04:03:32 -0400,2013-06-21 04:03:32 -0400,,
Intelligence Agency,1,2013-06-21 06:55:37 -0400,2013-06-21 06:55:37 -0400,,
CIA,2,2013-06-21 06:55:37 -0400,2013-06-21 06:55:37 -0400,,
Central Intelligence Agency,1,2013-06-21 06:55:37 -0400,2013-06-21 06:55:37 -0400,,
Black Land Rover,1,2013-06-21 15:51:09 -0400,2013-06-21 15:51:09 -0400,,
Ocupa Brasilia,1,2013-06-21 15:51:09 -0400,2013-06-21 15:51:09 -0400,,
Avenida Presidente Vargas,1,2013-06-21 15:51:09 -0400,2013-06-21 15:51:09 -0400,,
Flamengo,1,2013-06-21 15:51:09 -0400,2013-06-21 15:51:09 -0400,,
Minas Gerais,1,2013-06-21 15:51:09 -0400,2013-06-21 15:51:09 -0400,,
Comitê Popular dos Atingidos pela Copa,1,2013-06-27 18:30:39 -0400,2013-06-27 18:30:39 -0400,,
Popular Committee for People Affected,2,2013-06-27 18:30:39 -0400,2013-06-27 18:30:39 -0400,,
Movimento dos Trabalhadores Rurais Sem Terra,1,2013-06-27 18:30:39 -0400,2013-06-27 18:30:39 -0400,,
Movimento Atingidos,1,2013-06-27 18:30:39 -0400,2013-06-27 18:30:39 -0400,,
Agência Brasil,3,2013-06-27 18:30:39 -0400,2013-06-27 18:30:39 -0400,,
COPAC,1,2013-06-27 18:30:39 -0400,2013-06-27 18:30:39 -0400,,
Senate,1,2013-06-27 18:30:39 -0400,2013-06-27 18:30:39 -0400,,
Chamber of Deputies,1,2013-06-27 18:30:39 -0400,2013-06-27 18:30:39 -0400,,
Ministry of Communication,1,2013-06-27 18:30:39 -0400,2013-06-27 18:30:39 -0400,,
Free Fare Movement,1,2013-06-27 18:30:39 -0400,2013-06-27 18:30:39 -0400,,
Avenida Rio Branco,1,2013-06-27 08:44:27 -0400,2013-06-27 08:44:27 -0400,,
Union of Ceará,1,2013-10-01 05:28:54 -0400,2013-10-01 05:28:54 -0400,,
