organizations,count,first_date,last_date,lat,lon
Youngstars Foundation,1,2010-09-13 14:36:26 -0400,2010-09-13 14:36:26 -0400,,
United Nations,1,2010-10-08 01:46:13 -0400,2010-10-08 01:46:13 -0400,,
UN,4,2010-10-08 01:46:13 -0400,2011-08-25 11:49:30 -0400,,
Agriculture Organization,3,2010-10-08 01:46:13 -0400,2011-08-25 11:49:30 -0400,,
FAO,5,2010-10-08 01:46:13 -0400,2011-05-18 09:41:50 -0400,,
MDG,3,2010-10-08 01:46:13 -0400,2010-10-08 01:46:13 -0400,,
ActionAid,1,2010-10-08 01:46:13 -0400,2010-10-08 01:46:13 -0400,,
International Development,1,2010-10-08 01:46:13 -0400,2010-10-08 01:46:13 -0400,,
NGO,1,2010-10-08 01:46:13 -0400,2010-10-08 01:46:13 -0400,,
Global Network for Neglected Tropical Diseases,1,2010-10-08 01:46:13 -0400,2010-10-08 01:46:13 -0400,,
Oxfam,1,2010-10-08 01:46:13 -0400,2010-10-08 01:46:13 -0400,,
MDGs,1,2010-10-08 01:46:13 -0400,2010-10-08 01:46:13 -0400,,
La Trobe University,1,2011-08-25 11:49:30 -0400,2011-08-25 11:49:30 -0400,,
U.N. Office,1,2011-08-25 11:49:30 -0400,2011-08-25 11:49:30 -0400,,
Human Rights Watch,1,2011-08-25 11:49:30 -0400,2011-08-25 11:49:30 -0400,,
Associated Press,1,2011-08-25 11:49:30 -0400,2011-08-25 11:49:30 -0400,,
The World Food Programme,1,2011-08-25 11:49:30 -0400,2011-08-25 11:49:30 -0400,,
Population Institute,1,2011-08-25 11:49:30 -0400,2011-08-25 11:49:30 -0400,,
USAID,1,2011-08-25 11:49:30 -0400,2011-08-25 11:49:30 -0400,,
Marion Nestle,1,2011-08-25 11:49:30 -0400,2011-08-25 11:49:30 -0400,,
Huffington Post,1,2011-08-25 11:49:30 -0400,2011-08-25 11:49:30 -0400,,
IITA,1,2011-04-15 03:47:16 -0400,2011-04-15 03:47:16 -0400,,
United Nations Development Programme,1,2011-04-15 03:47:16 -0400,2011-04-15 03:47:16 -0400,,
United Nation,1,2011-04-15 03:47:16 -0400,2011-04-15 03:47:16 -0400,,
Asian Farmers Association for Sustainable Rural Development,1,2011-04-15 03:47:16 -0400,2011-04-15 03:47:16 -0400,,
The Center for International Forestry Research,1,2011-04-15 03:47:16 -0400,2011-04-15 03:47:16 -0400,,
Market-Oriented Agriculture,1,2011-04-15 03:47:16 -0400,2011-04-15 03:47:16 -0400,,
ILRI,1,2011-05-18 09:41:50 -0400,2011-05-18 09:41:50 -0400,,
European Union,1,2011-05-18 09:41:50 -0400,2011-05-18 09:41:50 -0400,,
United Nations Food and Agriculture Organization,1,2011-05-18 09:41:50 -0400,2011-05-18 09:41:50 -0400,,
Kebede,2,2011-05-18 09:41:50 -0400,2011-05-18 09:41:50 -0400,,
Anyuak Media,1,2011-05-18 09:41:50 -0400,2011-05-18 09:41:50 -0400,,
Public Health and Social Justice,1,2011-05-18 09:41:50 -0400,2011-05-18 09:41:50 -0400,,
