organizations,count,first_date,last_date,lat,lon
IMF,1,2010-12-26 06:02:25 -0500,2010-12-26 06:02:25 -0500,,
AQIM,1,2010-12-26 06:02:25 -0500,2010-12-26 06:02:25 -0500,,
AREVA,1,2010-12-26 06:02:25 -0500,2010-12-26 06:02:25 -0500,,
Wikimedia,1,2010-12-26 06:02:25 -0500,2010-12-26 06:02:25 -0500,,
Roma,1,2010-12-26 06:02:25 -0500,2010-12-26 06:02:25 -0500,,
International University of Japan,1,2010-12-28 08:58:27 -0500,2010-12-28 08:58:27 -0500,,
UNESCO,1,2010-12-28 08:58:27 -0500,2010-12-28 08:58:27 -0500,,
Japan Inc,1,2010-12-28 08:58:27 -0500,2010-12-28 08:58:27 -0500,,
coalition party Concertación de Partidos,1,2010-12-29 15:23:57 -0500,2010-12-29 15:23:57 -0500,,
Frente Amplio,1,2010-12-29 15:23:57 -0500,2010-12-29 15:23:57 -0500,,
Broad Front,1,2010-12-29 15:23:57 -0500,2010-12-29 15:23:57 -0500,,
National Assembly,2,2010-12-29 15:23:57 -0500,2010-12-29 15:23:57 -0500,,
United Nations Climate Change,1,2010-12-29 15:23:57 -0500,2010-12-29 15:23:57 -0500,,
Cervantes Institute,1,2010-12-29 15:23:57 -0500,2010-12-29 15:23:57 -0500,,
Globovision,1,2010-12-29 15:23:57 -0500,2010-12-29 15:23:57 -0500,,
RTI,1,2010-12-30 16:44:29 -0500,2010-12-30 16:44:29 -0500,,
Gujarat High Court,1,2010-12-30 16:44:29 -0500,2010-12-30 16:44:29 -0500,,
Parliament,1,2010-12-30 16:44:29 -0500,2010-12-30 16:44:29 -0500,,
Tamil Tigers,1,2010-12-30 16:44:29 -0500,2010-12-30 16:44:29 -0500,,
Sao Tome &amp; Principe,2,2010-12-31 03:46:44 -0500,2010-12-31 03:46:44 -0500,,
Paula Goes,1,2010-12-31 03:46:44 -0500,2010-12-31 03:46:44 -0500,,
Energy

Energy,1,2010-12-31 03:46:44 -0500,2010-12-31 03:46:44 -0500,,
Council of Ministers of Mozambique,1,2010-12-31 03:46:44 -0500,2010-12-31 03:46:44 -0500,,
National Oil Company,1,2010-12-31 03:46:44 -0500,2010-12-31 03:46:44 -0500,,
Woodside,1,2010-12-31 03:46:44 -0500,2010-12-31 03:46:44 -0500,,
United Nations,1,2010-12-31 03:46:44 -0500,2010-12-31 03:46:44 -0500,,
Guarani Kaiowa,1,2010-12-31 03:46:44 -0500,2010-12-31 03:46:44 -0500,,
Guarani,1,2010-12-31 03:46:44 -0500,2010-12-31 03:46:44 -0500,,
Haiti Earthquake 
	 Chile Earthquake 
	 Jamaica State of Emergency 
	 World Cup Impact 
	 Pakistan Floods 
	 Thailand Red Shirts Protests 
 
Conflict

MENA,1,2010-12-31 02:27:04 -0500,2010-12-31 02:27:04 -0500,,
FIFA World Cup,1,2010-12-31 02:27:04 -0500,2010-12-31 02:27:04 -0500,,
Facebook Outage,1,2010-12-31 02:27:04 -0500,2010-12-31 02:27:04 -0500,,
Pacaya Volcano Causes State of National Calamity
Ecuador,1,2010-12-31 02:27:04 -0500,2010-12-31 02:27:04 -0500,,
Hebei University,5,2010-10-22 10:15:13 -0400,2010-10-22 10:15:13 -0400,,
South Jakarta  Ismira Lutfia &amp; Nurfika Osman 



Cafe Salemba,1,2010-10-28 19:55:59 -0400,2010-10-28 19:55:59 -0400,,
Sony,1,2011-01-03 03:23:02 -0500,2011-01-03 03:23:02 -0500,,
Sony Corporation,1,2011-01-03 03:23:02 -0500,2011-01-03 03:23:02 -0500,,
Khmer Rouge Regime,1,2011-01-03 03:23:02 -0500,2011-01-03 03:23:02 -0500,,
Khmer Rouge Tribunal,1,2011-01-03 03:23:02 -0500,2011-01-03 03:23:02 -0500,,
Wikileaks

Wikileaks,1,2011-01-03 03:23:02 -0500,2011-01-03 03:23:02 -0500,,
ASEAN,1,2011-01-03 03:23:02 -0500,2011-01-03 03:23:02 -0500,,
