organizations,count,first_date,last_date,lat,lon
Ministry of Justice,1,2013-09-27 05:32:58 -0400,2013-09-27 05:32:58 -0400,,
Embraer,1,2013-09-27 05:32:58 -0400,2013-09-27 05:32:58 -0400,,
Saab Group,1,2013-09-27 05:32:58 -0400,2013-09-27 05:32:58 -0400,,
IMS Research,1,2013-09-28 05:00:59 -0400,2013-09-28 05:00:59 -0400,,
IBM,5,2013-09-28 05:00:59 -0400,2013-09-28 05:00:59 -0400,,
National Confederation of Shopkeepers,1,2013-09-28 05:00:59 -0400,2013-09-28 05:00:59 -0400,,
Confederação Nacional de Dirigentes Lojistas,1,2013-09-28 05:00:59 -0400,2013-09-28 05:00:59 -0400,,
Control Centers,1,2013-09-28 05:00:59 -0400,2013-09-28 05:00:59 -0400,,
Minas Gerais,1,2013-09-28 05:00:59 -0400,2013-09-28 05:00:59 -0400,,
Traffic Engineering Company,1,2013-09-28 05:00:59 -0400,2013-09-28 05:00:59 -0400,,
Cisco,2,2013-09-28 05:00:59 -0400,2013-09-28 05:00:59 -0400,,
Control Mobile Integrated Centers,1,2013-09-28 05:00:59 -0400,2013-09-28 05:00:59 -0400,,
Medidata,1,2013-09-28 05:00:59 -0400,2013-09-28 05:00:59 -0400,,
Cisco Brazil,1,2013-09-28 05:00:59 -0400,2013-09-28 05:00:59 -0400,,
Amnesty International Brazil,4,2013-10-04 07:13:11 -0400,2013-10-04 07:13:11 -0400,,
City Council,1,2013-10-04 07:13:11 -0400,2013-10-04 07:13:11 -0400,,
Racismo Ambiental,1,2013-10-04 07:13:11 -0400,2013-10-04 07:13:11 -0400,,
Amnesty International,2,2013-10-04 07:13:11 -0400,2013-10-04 07:13:11 -0400,,
Acorda Brasil,1,2013-10-04 07:13:11 -0400,2013-10-04 07:13:11 -0400,,
Jorge Santos,1,2013-10-04 07:13:11 -0400,2013-10-04 07:13:11 -0400,,
UN,1,2013-10-04 07:13:11 -0400,2013-10-04 07:13:11 -0400,,
University of Ceará,1,2013-10-04 07:13:11 -0400,2013-10-04 07:13:11 -0400,,
Rio,1,2013-10-04 07:13:11 -0400,2013-10-04 07:13:11 -0400,,
Estadio Azteca,2,2013-10-11 10:38:45 -0400,2013-10-11 10:38:45 -0400,,
Yankees,2,2013-10-11 10:38:45 -0400,2013-10-11 10:38:45 -0400,,
Fanny Cardoze,1,2013-10-11 10:38:45 -0400,2013-10-11 10:38:45 -0400,,
OSCE Mission,2,2013-10-16 16:06:19 -0400,2013-10-16 16:06:19 -0400,,
Trinidad and Tobago Football Association,1,2014-05-23 01:12:04 -0400,2014-05-23 01:12:04 -0400,,
