organizations,count,first_date,last_date,lat,lon
University of Aleppo,1,2013-01-17 16:14:42 -0500,2013-01-17 16:14:42 -0500,,
UN Convention,1,2013-01-27 06:49:08 -0500,2013-01-27 06:49:08 -0500,,
State Parties,1,2013-01-27 06:49:08 -0500,2013-01-27 06:49:08 -0500,,
UNICEF,5,2013-01-27 06:49:08 -0500,2013-01-31 06:11:20 -0500,,
U.N.,1,2013-01-27 06:49:08 -0500,2013-01-27 06:49:08 -0500,,
Defense of Human Rights,1,2013-01-27 06:49:08 -0500,2013-01-27 06:49:08 -0500,,
Democratic Union Party,1,2013-01-25 15:25:14 -0500,2013-01-25 15:25:14 -0500,,
PKK,20,2013-01-25 15:25:14 -0500,2013-01-25 15:25:14 -0500,,
Saladin Brigade,5,2013-01-25 15:25:14 -0500,2013-01-25 15:25:14 -0500,,
Afrin,1,2013-01-25 15:25:14 -0500,2013-01-25 15:25:14 -0500,,
International Crisis Group,1,2013-01-25 15:25:14 -0500,2013-01-25 15:25:14 -0500,,
Henry Jackson Society,1,2013-01-25 15:25:14 -0500,2013-01-25 15:25:14 -0500,,
Syrian National Council,1,2013-01-25 15:25:14 -0500,2013-01-25 15:25:14 -0500,,
UN Refugee Agency,1,2013-01-31 06:11:20 -0500,2013-01-31 06:11:20 -0500,,
UNHCR,2,2013-01-31 06:11:20 -0500,2013-01-31 06:11:20 -0500,,
United Nations,5,2013-01-31 06:11:20 -0500,2013-08-21 03:03:11 -0400,,
Metro,1,2013-01-31 06:11:20 -0500,2013-01-31 06:11:20 -0500,,
Global Research,1,2013-01-31 06:11:20 -0500,2013-01-31 06:11:20 -0500,,
SRC,1,2013-01-31 06:11:20 -0500,2013-01-31 06:11:20 -0500,,
SRDH Association for Development,1,2013-01-31 06:11:20 -0500,2013-01-31 06:11:20 -0500,,
Syrian University,1,2013-01-31 06:11:20 -0500,2013-01-31 06:11:20 -0500,,
Institute of International Education,1,2013-01-31 06:11:20 -0500,2013-01-31 06:11:20 -0500,,
Lens,1,2013-02-24 15:30:10 -0500,2013-02-24 15:30:10 -0500,,
ANA New Media Channel,1,2013-07-02 17:21:50 -0400,2013-07-02 17:21:50 -0400,,
New York Times,7,2013-07-02 17:21:50 -0400,2013-09-17 10:48:37 -0400,,
Corcoran Gallery of Art,1,2013-07-02 17:21:50 -0400,2013-07-02 17:21:50 -0400,,
Museum of Fine Arts,1,2013-07-02 17:21:50 -0400,2013-07-02 17:21:50 -0400,,
Freedom Facebook Page,1,2013-07-16 18:38:22 -0400,2013-07-16 18:38:22 -0400,,
Syrian Arab Army,1,2013-08-06 11:03:10 -0400,2013-08-06 11:03:10 -0400,,
Ministry of Culture,1,2013-08-06 11:03:10 -0400,2013-08-06 11:03:10 -0400,,
Chemical Gas Attack,1,2013-08-21 03:03:11 -0400,2013-08-21 03:03:11 -0400,,
Justice and Development Party,1,2013-05-18 17:11:11 -0400,2013-05-18 17:11:11 -0400,,
Free Army,1,2013-05-22 08:55:18 -0400,2013-05-22 08:55:18 -0400,,
National Hospital,1,2013-05-28 16:58:31 -0400,2013-05-28 16:58:31 -0400,,
Syrian Journalists Association,1,2013-06-13 16:27:24 -0400,2013-06-13 16:27:24 -0400,,
Global Voices Online,1,2013-06-13 11:44:24 -0400,2013-06-13 11:44:24 -0400,,
Al Amal Hospital,1,2013-06-13 11:44:24 -0400,2013-06-13 11:44:24 -0400,,
Halab News Network,1,2013-11-10 16:06:55 -0500,2013-11-10 16:06:55 -0500,,
Aleppo News Network,1,2013-11-10 16:06:55 -0500,2013-11-10 16:06:55 -0500,,
Shabab Souria,1,2013-11-10 16:06:55 -0500,2013-11-10 16:06:55 -0500,,
Al-Ayyam,1,2013-11-10 16:06:55 -0500,2013-11-10 16:06:55 -0500,,
ISIL,1,2013-11-10 16:06:55 -0500,2013-11-10 16:06:55 -0500,,
Zaatari Refugee Camp,1,2013-11-19 13:58:09 -0500,2013-11-19 13:58:09 -0500,,
Reuters,15,2013-12-24 16:03:33 -0500,2013-12-24 16:03:33 -0500,,
Aleppo Media Center,1,2013-12-24 16:03:33 -0500,2013-12-24 16:03:33 -0500,,
Associated Press,1,2013-12-24 16:03:33 -0500,2013-12-24 16:03:33 -0500,,
New York Times Lens Blog,1,2013-12-24 16:03:33 -0500,2013-12-24 16:03:33 -0500,,
BBC,2,2013-12-24 16:03:33 -0500,2013-12-24 16:03:33 -0500,,
Asharq al-Awsat,1,2013-12-24 16:03:33 -0500,2013-12-24 16:03:33 -0500,,
Jawad Facebook Page,1,2013-12-26 00:41:27 -0500,2013-12-26 00:41:27 -0500,,
Al Yarmouk Refugee Camp,1,2013-12-26 00:41:27 -0500,2013-12-26 00:41:27 -0500,,
Facebook Page,1,2013-12-26 00:41:27 -0500,2013-12-26 00:41:27 -0500,,
Wissam Al Jazariry Artworks Facebook Page,1,2013-12-26 00:41:27 -0500,2013-12-26 00:41:27 -0500,,
Anwarts Facebook Page,1,2013-12-26 00:41:27 -0500,2013-12-26 00:41:27 -0500,,
Facebook Profile,1,2013-12-26 00:41:27 -0500,2013-12-26 00:41:27 -0500,,
NTV,1,2013-09-04 16:55:33 -0400,2013-09-04 16:55:33 -0400,,
MSF,2,2013-09-04 16:55:33 -0400,2013-09-04 16:55:33 -0400,,
Komsomolskaya Pravda,1,2013-09-04 16:55:33 -0400,2013-09-04 16:55:33 -0400,,
US Embassy,1,2013-09-04 15:45:48 -0400,2013-09-04 15:45:48 -0400,,
BBC News Middle East Bureaux,1,2013-09-09 12:50:00 -0400,2013-09-09 12:50:00 -0400,,
CW,1,2013-09-09 12:50:00 -0400,2013-09-09 12:50:00 -0400,,
Marj Ruhayyil Military Airbase,1,2013-09-10 08:57:05 -0400,2013-09-10 08:57:05 -0400,,
Al-Nayrab Military Airbase,1,2013-09-10 08:57:05 -0400,2013-09-10 08:57:05 -0400,,
Suwayda Army Base,1,2013-09-10 08:57:05 -0400,2013-09-10 08:57:05 -0400,,
Shayrat Military Airbase,1,2013-09-10 08:57:05 -0400,2013-09-10 08:57:05 -0400,,
Congressional,1,2013-09-10 09:01:02 -0400,2013-09-10 09:01:02 -0400,,
White House,1,2013-09-10 12:11:28 -0400,2013-09-10 12:11:28 -0400,,
Yasmine,1,2013-09-10 12:11:28 -0400,2013-09-10 12:11:28 -0400,,
Google,1,2013-09-23 11:12:44 -0400,2013-09-23 11:12:44 -0400,,
UTC,1,2013-09-23 11:12:44 -0400,2013-09-23 11:12:44 -0400,,
MENA,1,2013-09-23 11:12:44 -0400,2013-09-23 11:12:44 -0400,,
Cairo Opera House,1,2013-09-30 13:25:40 -0400,2013-09-30 13:25:40 -0400,,
Refugees of Rap Facebook,1,2013-09-30 13:25:40 -0400,2013-09-30 13:25:40 -0400,,
Interior Ministry,2,2013-10-01 15:53:13 -0400,2013-10-01 15:53:13 -0400,,
Al-Hayat,1,2013-10-01 15:53:13 -0400,2013-10-01 15:53:13 -0400,,
Saudi Civil and Political Rights Association,1,2013-10-01 15:53:13 -0400,2013-10-01 15:53:13 -0400,,
Saudi Interior Ministry,1,2013-10-01 15:53:13 -0400,2013-10-01 15:53:13 -0400,,
ACPRA,1,2013-10-01 15:53:13 -0400,2013-10-01 15:53:13 -0400,,
OPCW,20,2013-10-12 10:43:58 -0400,2013-10-12 10:43:58 -0400,,
Twitter,1,2013-10-12 10:43:58 -0400,2013-10-12 10:43:58 -0400,,
Norwegian Nobel Committee,1,2013-10-12 10:43:58 -0400,2013-10-12 10:43:58 -0400,,
Committee,4,2013-10-12 10:43:58 -0400,2013-10-12 10:43:58 -0400,,
European Union,1,2013-10-12 10:43:58 -0400,2013-10-12 10:43:58 -0400,,
EU,2,2013-10-12 10:43:58 -0400,2013-10-12 10:43:58 -0400,,
University of North Carolina,1,2013-10-12 10:43:58 -0400,2013-10-12 10:43:58 -0400,,
Nobel Committee,2,2013-10-12 10:43:58 -0400,2013-10-12 10:43:58 -0400,,
Nobel Peace Prize Committee,1,2013-10-12 10:43:58 -0400,2013-10-12 10:43:58 -0400,,
Disney,1,2013-10-13 10:13:19 -0400,2013-10-13 10:13:19 -0400,,
Washington Post,1,2013-10-13 10:13:19 -0400,2013-10-13 10:13:19 -0400,,
PRI,1,2013-10-13 10:13:19 -0400,2013-10-13 10:13:19 -0400,,
Syrian Revolution Multimedia Team,2,2013-10-19 17:18:51 -0400,2013-10-19 17:18:51 -0400,,
ANA New-Media Association,2,2013-10-20 16:07:19 -0400,2013-10-20 16:07:19 -0400,,
ISIS,13,2013-10-20 16:07:19 -0400,2013-10-20 16:07:19 -0400,,
Radio AlKul,1,2013-10-20 16:07:19 -0400,2013-10-20 16:07:19 -0400,,
Basel Aslan of Al Raqqa Revolutionary Media Office,1,2013-10-20 16:07:19 -0400,2013-10-20 16:07:19 -0400,,
Al Sharia,1,2013-10-20 16:07:19 -0400,2013-10-20 16:07:19 -0400,,
Authority of Sharia,1,2013-10-20 16:07:19 -0400,2013-10-20 16:07:19 -0400,,
Islam,1,2013-10-20 16:07:19 -0400,2013-10-20 16:07:19 -0400,,
Human Rights Watch Emergencies,1,2013-10-20 16:07:19 -0400,2013-10-20 16:07:19 -0400,,
Sky News Arabia,1,2013-10-20 16:07:19 -0400,2013-10-20 16:07:19 -0400,,
NBC,1,2013-10-20 16:07:19 -0400,2013-10-20 16:07:19 -0400,,
MSNBC,1,2013-10-20 16:07:19 -0400,2013-10-20 16:07:19 -0400,,
