organizations,count,first_date,last_date,lat,lon
TwitterData,1,2014-01-27 15:13:25 -0500,2014-01-27 15:13:25 -0500,,
Twitter Data,1,2014-01-27 15:13:25 -0500,2014-01-27 15:13:25 -0500,,
The Wall Street Journal,1,2014-02-06 20:25:35 -0500,2014-02-06 20:25:35 -0500,,
US News &amp; World Report,1,2014-02-18 18:50:36 -0500,2014-02-18 18:50:36 -0500,,
EU Commission,1,2014-02-19 08:34:37 -0500,2014-02-19 08:34:37 -0500,,
Ukrainian Ministry of Defense,1,2014-02-20 12:30:44 -0500,2014-02-20 12:30:44 -0500,,
Trade Union,1,2014-02-20 12:30:44 -0500,2014-02-20 12:30:44 -0500,,
Security Service,4,2014-02-20 12:30:44 -0500,2014-02-20 12:30:44 -0500,,
Regional State Administration,5,2014-02-20 12:30:44 -0500,2014-02-20 12:30:44 -0500,,
ZIK,1,2014-02-20 12:30:44 -0500,2014-02-20 12:30:44 -0500,,
Lviv National University,1,2014-02-20 12:30:44 -0500,2014-02-20 12:30:44 -0500,,
Zakarpatska RSA,1,2014-02-20 12:30:44 -0500,2014-02-20 12:30:44 -0500,,
Ministry of Internal Affairs,1,2014-02-20 12:30:44 -0500,2014-02-20 12:30:44 -0500,,
SSU,1,2014-02-20 12:30:44 -0500,2014-02-20 12:30:44 -0500,,
National Bolshevik,1,2014-02-20 00:28:47 -0500,2014-02-20 00:28:47 -0500,,
DemVybor party,1,2014-02-20 00:28:47 -0500,2014-02-20 00:28:47 -0500,,
Globus,1,2014-02-20 08:04:33 -0500,2014-02-20 08:04:33 -0500,,
Trade Union House,1,2014-02-21 08:47:09 -0500,2014-02-21 08:47:09 -0500,,
United Russia party,1,2014-02-21 08:47:09 -0500,2014-02-21 08:47:09 -0500,,
Duma,2,2014-02-21 08:47:09 -0500,2014-02-21 08:47:09 -0500,,
Hungarian Red Cross,2,2014-02-22 08:03:21 -0500,2014-02-22 08:03:21 -0500,,
Red Cross,1,2014-02-22 08:03:21 -0500,2014-02-22 08:03:21 -0500,,
Novaya Gazeta,2,2014-02-21 23:22:15 -0500,2014-03-16 12:43:11 -0400,,
United Capital Partners,1,2014-02-21 23:22:15 -0500,2014-02-21 23:22:15 -0500,,
Rocky Balboa,1,2014-02-21 23:22:15 -0500,2014-02-21 23:22:15 -0500,,
Athletic Commission,1,2014-02-21 23:22:15 -0500,2014-02-21 23:22:15 -0500,,
State Security Service,1,2014-02-22 15:50:13 -0500,2014-02-22 15:50:13 -0500,,
IMF,1,2014-02-22 15:50:13 -0500,2014-02-22 15:50:13 -0500,,
Kiev National Linguistic University,1,2014-02-23 20:50:14 -0500,2014-02-23 20:50:14 -0500,,
National Democratic,1,2014-02-23 20:50:14 -0500,2014-02-23 20:50:14 -0500,,
S&amp;P,5,2014-02-23 20:50:14 -0500,2014-02-28 22:38:13 -0500,,
Zamoskvoretsky Court,1,2014-02-25 00:41:16 -0500,2014-02-25 00:41:16 -0500,,
Pro-Kremlin,1,2014-02-25 00:41:16 -0500,2014-02-25 00:41:16 -0500,,
Google,3,2014-02-25 00:41:16 -0500,2014-02-25 00:41:16 -0500,,
Farda News,1,2014-02-25 17:28:36 -0500,2014-02-25 17:28:36 -0500,,
Green Movement,1,2014-02-25 17:28:36 -0500,2014-02-25 17:28:36 -0500,,
US &amp; EU,1,2014-02-25 17:28:36 -0500,2014-02-25 17:28:36 -0500,,
Zapata,1,2014-02-25 17:28:36 -0500,2014-02-25 17:28:36 -0500,,
Komsomolskaya Pravda,1,2014-02-27 03:26:02 -0500,2014-02-27 03:26:02 -0500,,
NTV,2,2014-02-27 03:26:02 -0500,2014-02-27 03:26:02 -0500,,
Global Investigative Journalism Network,1,2014-03-01 19:29:55 -0500,2014-03-01 19:29:55 -0500,,
YanukovychLeaks,1,2014-03-01 19:29:55 -0500,2014-03-01 19:29:55 -0500,,
New York Times,2,2014-03-01 19:29:55 -0500,2014-03-20 17:49:39 -0400,,
USSR,1,2014-02-28 22:38:13 -0500,2014-02-28 22:38:13 -0500,,
Democratic Choice,2,2014-02-28 22:38:13 -0500,2014-02-28 22:38:13 -0500,,
Miriam Elder,1,2014-03-01 17:09:40 -0500,2014-03-01 17:09:40 -0500,,
Russian Federation Council,1,2014-03-02 17:52:30 -0500,2014-03-02 17:52:30 -0500,,
Ukrainian Embassy,1,2014-03-02 17:52:30 -0500,2014-03-02 17:52:30 -0500,,
Federal Council,1,2014-03-02 17:52:30 -0500,2014-03-02 17:52:30 -0500,,
European Commission José Manuel,1,2014-03-02 17:52:30 -0500,2014-03-02 17:52:30 -0500,,
Kyiv State Institute of Arts,1,2014-03-02 17:52:30 -0500,2014-03-02 17:52:30 -0500,,
navy,1,2014-03-05 20:23:14 -0500,2014-03-05 20:23:14 -0500,,
NBC,1,2014-03-06 23:39:20 -0500,2014-03-06 23:39:20 -0500,,
CBS,1,2014-03-06 23:39:20 -0500,2014-03-06 23:39:20 -0500,,
ABC,1,2014-03-06 23:39:20 -0500,2014-03-06 23:39:20 -0500,,
FOX News,1,2014-03-06 23:39:20 -0500,2014-03-06 23:39:20 -0500,,
RIA News,1,2014-03-06 23:39:20 -0500,2014-03-06 23:39:20 -0500,,
Navy,3,2014-03-07 17:05:48 -0500,2014-03-07 17:05:48 -0500,,
American Aircraft Carrier Group,1,2014-03-07 17:05:48 -0500,2014-03-07 17:05:48 -0500,,
Sofa Self-Defense Company,1,2014-03-07 17:05:48 -0500,2014-03-07 17:05:48 -0500,,
Liberal Democratic Party,1,2014-03-11 13:18:13 -0400,2014-03-11 13:18:13 -0400,,
Council of the Federation,1,2014-03-11 13:18:13 -0400,2014-03-11 13:18:13 -0400,,
Yandex Blogs,1,2014-03-11 01:55:58 -0400,2014-03-11 01:55:58 -0400,,
NATO,2,2014-03-11 01:55:58 -0400,2014-03-11 01:55:58 -0400,,
Montreux Convention,1,2014-03-11 01:55:58 -0400,2014-03-11 01:55:58 -0400,,
LiveJournal,1,2014-03-11 01:55:58 -0400,2014-03-11 01:55:58 -0400,,
Vologodsk Region,1,2014-03-11 18:10:57 -0400,2014-03-11 18:10:57 -0400,,
Itar-Tass,1,2014-03-14 22:06:07 -0400,2014-03-14 22:06:07 -0400,,
RBC Daily,1,2014-03-14 22:06:07 -0400,2014-03-14 22:06:07 -0400,,
RBC,1,2014-03-14 22:06:07 -0400,2014-03-14 22:06:07 -0400,,
Ministry of Culture,1,2014-03-16 12:43:11 -0400,2014-03-16 12:43:11 -0400,,
Motherland,1,2014-03-17 15:22:00 -0400,2014-03-17 15:22:00 -0400,,
FSB,1,2014-03-18 14:36:35 -0400,2014-03-18 14:36:35 -0400,,
Federal Security Bureau,1,2014-03-18 14:36:35 -0400,2014-03-18 14:36:35 -0400,,
CIA,5,2014-03-20 17:49:39 -0400,2014-03-20 17:49:39 -0400,,
Democrats for Europe Party,1,2014-03-20 17:49:39 -0400,2014-03-20 17:49:39 -0400,,
Kommersant,1,2014-03-20 17:49:39 -0400,2014-03-20 17:49:39 -0400,,
