id,pubdate,byline,gender_by_pronoun,gender_by_byline,wc,pc
100892,Mon, 12 Oct 2009 03:01:45 +0000,Eduardo Avila,Unknown,Male,39,1
10096,Tue, 09 May 2006 03:38:47 +0000,David Sasaki,Neutral,Male,85,1
10097,Tue, 09 May 2006 04:06:54 +0000,David Sasaki,Unknown,Male,24,1
100970,Tue, 13 Oct 2009 02:37:08 +0000,Eduardo Avila,Unknown,Male,52,1
100972,Tue, 13 Oct 2009 02:40:45 +0000,Eduardo Avila,Unknown,Male,26,1
100974,Tue, 13 Oct 2009 02:46:28 +0000,Eduardo Avila,Unknown,Male,58,1
10099,Tue, 09 May 2006 05:18:57 +0000,David Sasaki,Male,Male,120,1
100997,Tue, 13 Oct 2009 05:27:07 +0000,Eduardo Avila,Neutral,Male,831,43
10100,Tue, 09 May 2006 05:44:06 +0000,David Sasaki,Male,Male,53,1
10101,Tue, 09 May 2006 05:44:45 +0000,David Sasaki,Unknown,Male,58,1
101014,Tue, 13 Oct 2009 21:01:50 +0000,Firuzeh Shokooh Valle,Unknown,Female,311,7
10102,Tue, 09 May 2006 05:55:24 +0000,David Sasaki,Male,Male,63,1
10103,Tue, 09 May 2006 18:00:49 +0000,David Sasaki,Unknown,Male,36,1
101038,Tue, 13 Oct 2009 19:05:50 +0000,Janine Mendes-Franco,Female,Female,89,1
10109,Tue, 09 May 2006 11:39:12 +0000,Jose Murilo,Neutral,Male,1517,32
101147,Wed, 21 Oct 2009 20:06:48 +0000,Thiana Biondo,Neutral,Female,3002,84
101195,Wed, 14 Oct 2009 18:32:19 +0000,Janine Mendes-Franco,Unknown,Female,47,1
101200,Fri, 23 Oct 2009 11:10:09 +0000,Juliana Rincón Parra,Neutral,Female,1580,61
101256,Thu, 15 Oct 2009 05:45:12 +0000,Rocio Diaz,Unknown,Female,827,19
10126,Tue, 09 May 2006 19:43:32 +0000,Georgia Popplewell,Unknown,Female,40,1
101290,Thu, 15 Oct 2009 15:08:49 +0000,Firuzeh Shokooh Valle,Neutral,Female,435,12
101294,Fri, 16 Oct 2009 01:41:10 +0000,Diego Casaes,Neutral,Male,2220,51
101358,Thu, 15 Oct 2009 16:40:39 +0000,Janine Mendes-Franco,Unknown,Female,59,1
10140,Tue, 09 May 2006 22:53:56 +0000,David Sasaki,Unknown,Male,47,1
10141,Tue, 09 May 2006 23:13:51 +0000,David Sasaki,Unknown,Male,69,1
10142,Tue, 09 May 2006 23:31:04 +0000,David Sasaki,Unknown,Male,52,1
101436,Thu, 15 Oct 2009 20:20:31 +0000,Eduardo Avila,Unknown,Male,33,1
10144,Tue, 09 May 2006 23:41:09 +0000,David Sasaki,Male,Male,66,1
10145,Tue, 09 May 2006 23:44:28 +0000,David Sasaki,Unknown,Male,16,1
10146,Tue, 09 May 2006 23:48:23 +0000,David Sasaki,Male,Male,17,1
10147,Tue, 09 May 2006 23:52:47 +0000,David Sasaki,Male,Male,32,1
10149,Wed, 10 May 2006 17:57:17 +0000,David Sasaki,Neutral,Male,48,1
10151,Wed, 10 May 2006 17:02:48 +0000,David Sasaki,Unknown,Male,29,1
10152,Wed, 10 May 2006 00:06:23 +0000,David Sasaki,Unknown,Male,37,1
10156,Wed, 10 May 2006 17:25:49 +0000,David Sasaki,Male,Male,77,1
101602,Fri, 16 Oct 2009 19:03:55 +0000,Firuzeh Shokooh Valle,Neutral,Female,1653,48
10161,Fri, 12 May 2006 04:45:24 +0000,Rosario Lizana,Neutral,Female,317,16
101687,Fri, 16 Oct 2009 17:01:08 +0000,Juliana Rincón Parra,Neutral,Female,1448,74
101768,Sat, 17 Oct 2009 16:01:26 +0000,Jorge Gobbi,Unknown,Male,656,25
102098,Mon, 19 Oct 2009 19:45:19 +0000,Eduardo Avila,Female,Male,50,1
10210,Thu, 11 May 2006 02:59:16 +0000,Eduardo Avila,Neutral,Male,711,20
102100,Mon, 19 Oct 2009 19:49:34 +0000,Eduardo Avila,Unknown,Male,55,1
102105,Mon, 14 Dec 2009 19:48:21 +0000,Renata Avila,Neutral,Female,739,32
102109,Fri, 23 Oct 2009 12:54:09 +0000,Marta Cooper,Unknown,Female,722,19
10212,Thu, 11 May 2006 03:31:23 +0000,Georgia Popplewell,Unknown,Female,91,1
10216,Thu, 11 May 2006 03:59:02 +0000,Georgia Popplewell,Unknown,Female,44,1
102164,Tue, 20 Oct 2009 16:40:22 +0000,Eduardo Avila,Unknown,Male,34,1
102167,Tue, 20 Oct 2009 16:43:08 +0000,Eduardo Avila,Unknown,Male,25,1
102172,Tue, 20 Oct 2009 17:21:13 +0000,Eduardo Avila,Male,Male,45,1
102178,Tue, 20 Oct 2009 17:53:24 +0000,Eduardo Avila,Unknown,Male,17,1
10218,Thu, 11 May 2006 14:00:29 +0000,Georgia Popplewell,Unknown,Female,72,1
102186,Tue, 20 Oct 2009 18:20:07 +0000,Janine Mendes-Franco,Unknown,Female,52,1
102195,Tue, 20 Oct 2009 18:38:07 +0000,Janine Mendes-Franco,Unknown,Female,47,1
102200,Tue, 20 Oct 2009 18:42:20 +0000,Janine Mendes-Franco,Unknown,Female,15,1
102233,Mon, 02 Nov 2009 06:09:47 +0000,Eduardo Avila,Neutral,Male,885,33
102302,Wed, 21 Oct 2009 13:42:20 +0000,Eduardo Avila,Unknown,Male,31,1
102306,Wed, 21 Oct 2009 15:16:55 +0000,Juliana Rincón Parra,Unknown,Female,48,1
102355,Thu, 22 Oct 2009 01:31:27 +0000,Issa Villarreal,Neutral,Female,1120,57
102421,Thu, 22 Oct 2009 01:03:50 +0000,Janine Mendes-Franco,Unknown,Female,71,1
102439,Sat, 26 Dec 2009 21:30:24 +0000,Themis Aline,Neutral,Female,1205,27
10257,Fri, 12 May 2006 00:54:55 +0000,David Sasaki,Neutral,Male,124,1
10258,Fri, 12 May 2006 01:31:58 +0000,David Sasaki,Unknown,Male,81,1
10259,Fri, 12 May 2006 01:37:56 +0000,David Sasaki,Unknown,Male,12,1
10260,Fri, 12 May 2006 02:04:26 +0000,David Sasaki,Unknown,Male,67,1
10263,Fri, 12 May 2006 02:16:02 +0000,David Sasaki,Unknown,Male,11,1
10267,Fri, 12 May 2006 02:47:47 +0000,David Sasaki,Unknown,Male,38,1
10268,Fri, 12 May 2006 17:23:56 +0000,David Sasaki,Neutral,Male,106,1
10269,Fri, 12 May 2006 17:59:05 +0000,David Sasaki,Unknown,Male,35,1
10270,Fri, 12 May 2006 23:49:41 +0000,David Sasaki,Unknown,Male,43,1
10271,Fri, 12 May 2006 17:48:32 +0000,David Sasaki,Neutral,Male,94,1
10272,Fri, 12 May 2006 17:54:59 +0000,David Sasaki,Unknown,Male,28,1
10273,Fri, 12 May 2006 18:23:23 +0000,David Sasaki,Unknown,Male,19,1
10274,Sat, 13 May 2006 00:23:45 +0000,David Sasaki,Neutral,Male,64,1
102749,Sun, 01 Nov 2009 19:57:42 +0000,Diego Casaes,Neutral,Male,1760,53
102772,Sat, 24 Oct 2009 18:36:09 +0000,Firuzeh Shokooh Valle,Neutral,Female,687,23
102788,Wed, 28 Oct 2009 19:04:51 +0000,Juliana Rincón Parra,Unknown,Female,434,25
102797,Mon, 26 Oct 2009 16:30:17 +0000,Nicholas Laughlin,Neutral,Male,1170,28
102855,Sat, 24 Oct 2009 18:54:17 +0000,Catalina Restrepo,Neutral,Female,1321,93
103038,Mon, 26 Oct 2009 00:28:40 +0000,Eduardo Avila,Unknown,Male,25,1
103170,Mon, 26 Oct 2009 17:53:06 +0000,Juan Arellano,Neutral,Male,2797,126
103195,Mon, 26 Oct 2009 18:24:38 +0000,Janine Mendes-Franco,Unknown,Female,45,1
1033,Mon, 08 Aug 2005 17:48:50 +0000,David Sasaki,Unknown,Male,19,1
10336,Thu, 18 May 2006 11:01:56 +0000,Kamla Bhatt,Neutral,Female,53,5
10344,Sun, 14 May 2006 03:05:11 +0000,Tim Muth,Neutral,Male,576,11
103483,Tue, 27 Oct 2009 20:24:55 +0000,Rocio Diaz,Neutral,Female,678,28
1035,Mon, 08 Aug 2005 17:56:45 +0000,David Sasaki,Unknown,Male,11,1
10350,Sun, 14 May 2006 18:25:55 +0000,Melissa De León,Neutral,Female,1053,28
103500,Tue, 27 Oct 2009 18:34:31 +0000,Janine Mendes-Franco,Unknown,Female,13,1
103560,Wed, 28 Oct 2009 01:42:28 +0000,Mario Blanco,Neutral,Male,1398,30
103580,Thu, 29 Oct 2009 19:00:27 +0000,Mario Blanco,Neutral,Male,1124,35
10368,Mon, 15 May 2006 12:35:02 +0000,Alice Backer,Male,Female,133,1
10370,Mon, 15 May 2006 15:28:13 +0000,Jose Murilo,Unknown,Male,175,1
103714,Wed, 28 Oct 2009 19:27:01 +0000,Janine Mendes-Franco,Unknown,Female,50,1
103722,Wed, 28 Oct 2009 22:59:16 +0000,Juliana Rincón Parra,Neutral,Female,336,32
103820,Thu, 29 Oct 2009 17:41:50 +0000,Eduardo Avila,Unknown,Male,48,1
103826,Thu, 29 Oct 2009 18:00:19 +0000,Eduardo Avila,Unknown,Male,54,1
103860,Fri, 30 Oct 2009 19:03:02 +0000,Rodrigo Peñalba,Neutral,Male,1655,35
103903,Fri, 30 Oct 2009 20:46:38 +0000,Belen Bogado,Neutral,Female,947,53
104037,Sat, 31 Oct 2009 17:18:37 +0000,Leonidas Mejia,Neutral,Male,793,31
104061,Sat, 31 Oct 2009 22:06:43 +0000,Eduardo Avila,Unknown,Male,44,1
10412,Tue, 16 May 2006 01:28:39 +0000,Jose Murilo,Neutral,Male,1959,43
10420,Tue, 16 May 2006 05:26:18 +0000,David Sasaki,Neutral,Male,106,1
10421,Tue, 16 May 2006 05:37:56 +0000,David Sasaki,Neutral,Male,75,1
10422,Tue, 16 May 2006 05:45:06 +0000,David Sasaki,Unknown,Male,22,1
10423,Tue, 16 May 2006 05:57:24 +0000,David Sasaki,Unknown,Male,40,1
10424,Tue, 16 May 2006 06:04:51 +0000,David Sasaki,Unknown,Male,30,1
10425,Tue, 16 May 2006 06:15:44 +0000,David Sasaki,Unknown,Male,27,1
10426,Tue, 16 May 2006 06:19:28 +0000,David Sasaki,Unknown,Male,21,1
10427,Tue, 16 May 2006 06:22:19 +0000,David Sasaki,Unknown,Male,40,1
104292,Wed, 04 Nov 2009 20:39:01 +0000,Belen Bogado,Unknown,Female,1335,32
104293,Wed, 30 Nov -0001 00:00:00 +0000,Belen Bogado,Unknown,Female,1300,48
104580,Tue, 03 Nov 2009 19:29:05 +0000,Juan Arellano,Neutral,Male,2397,70
104767,Wed, 04 Nov 2009 21:11:20 +0000,Juan Arellano,Unknown,Male,42,1
104775,Wed, 04 Nov 2009 21:28:02 +0000,Eduardo Avila,Unknown,Male,32,1
104780,Thu, 05 Nov 2009 15:20:19 +0000,Laura Vidal,Male,Female,726,35
10479,Wed, 17 May 2006 17:35:27 +0000,David Sasaki,Female,Male,52,1
10480,Wed, 17 May 2006 00:36:48 +0000,Rosario Lizana,Neutral,Female,293,12
10481,Wed, 17 May 2006 00:45:26 +0000,David Sasaki,Female,Male,55,1
10482,Wed, 17 May 2006 01:12:16 +0000,David Sasaki,Unknown,Male,27,1
10483,Wed, 17 May 2006 17:16:57 +0000,David Sasaki,Neutral,Male,35,1
10484,Wed, 17 May 2006 01:25:15 +0000,David Sasaki,Unknown,Male,60,1
10485,Wed, 17 May 2006 02:22:13 +0000,David Sasaki,Female,Male,70,1
10488,Wed, 17 May 2006 02:50:55 +0000,David Sasaki,Unknown,Male,113,1
104882,Thu, 05 Nov 2009 13:23:39 +0000,Janine Mendes-Franco,Unknown,Female,54,1
104889,Thu, 05 Nov 2009 13:53:39 +0000,Janine Mendes-Franco,Neutral,Female,72,1
1049,Mon, 08 Aug 2005 20:49:20 +0000,David Sasaki,Male,Male,14,1
1050,Mon, 08 Aug 2005 20:59:44 +0000,David Sasaki,Unknown,Male,18,1
1051,Mon, 08 Aug 2005 21:11:59 +0000,David Sasaki,Female,Male,26,2
10515,Wed, 17 May 2006 19:17:31 +0000,David Sasaki,Neutral,Male,137,1
105158,Sat, 07 Nov 2009 01:54:58 +0000,Georgia Popplewell,Unknown,Female,61,1
10519,Wed, 17 May 2006 20:01:07 +0000,David Sasaki,Unknown,Male,29,1
105196,Sat, 07 Nov 2009 17:00:44 +0000,Georgia Popplewell,Female,Female,86,1
105226,Sat, 07 Nov 2009 21:55:22 +0000,Janine Mendes-Franco,Neutral,Female,3025,90
105233,Sat, 07 Nov 2009 22:43:22 +0000,Juan Arellano,Neutral,Male,1222,51
1053,Tue, 09 Aug 2005 00:37:21 +0000,David Sasaki,Male,Male,41,1
10530,Wed, 17 May 2006 20:50:43 +0000,Nicholas Laughlin,Male,Male,56,1
10532,Wed, 17 May 2006 20:56:47 +0000,David Sasaki,Neutral,Male,51,1
105324,Sun, 08 Nov 2009 17:34:18 +0000,Eduardo Avila,Female,Male,41,1
105326,Sun, 08 Nov 2009 17:48:53 +0000,Eduardo Avila,Unknown,Male,35,1
105346,Sun, 08 Nov 2009 22:12:43 +0000,Janine Mendes-Franco,Unknown,Female,36,1
105357,Sun, 08 Nov 2009 22:26:51 +0000,Janine Mendes-Franco,Unknown,Female,0,0
10541,Thu, 18 May 2006 03:24:08 +0000,Eduardo Avila,Neutral,Male,505,14
105468,Mon, 09 Nov 2009 23:59:26 +0000,Juliana Rincón Parra,Neutral,Female,418,38
105530,Mon, 09 Nov 2009 23:48:49 +0000,Catalina Restrepo,Unknown,Female,719,27
105585,Tue, 10 Nov 2009 10:44:13 +0000,Shabina Khatri,Neutral,Female,1005,64
105638,Tue, 10 Nov 2009 15:36:02 +0000,Janine Mendes-Franco,Female,Female,62,1
105646,Tue, 10 Nov 2009 15:53:06 +0000,Eduardo Avila,Male,Male,25,1
105700,Tue, 10 Nov 2009 22:04:03 +0000,Eduardo Avila,Unknown,Male,49,1
105718,Sat, 14 Nov 2009 17:58:26 +0000,Rocio Diaz,Neutral,Female,788,40
105719,Wed, 11 Nov 2009 05:07:28 +0000,Eduardo Avila,Unknown,Male,24,1
105734,Wed, 11 Nov 2009 10:13:22 +0000,Solana Larsen,Unknown,Female,33,1
10584,Fri, 19 May 2006 01:21:09 +0000,David Sasaki,Neutral,Male,3923,103
10586,Fri, 19 May 2006 18:50:02 +0000,Iria Puyosa,Neutral,Female,527,34
105868,Wed, 11 Nov 2009 17:23:10 +0000,Janine Mendes-Franco,Neutral,Female,75,1
105879,Wed, 11 Nov 2009 17:23:46 +0000,Janine Mendes-Franco,Unknown,Female,58,1
105887,Wed, 11 Nov 2009 17:46:46 +0000,Janine Mendes-Franco,Unknown,Female,14,1
105905,Sat, 14 Nov 2009 21:42:31 +0000,Paula Góes,Neutral,Female,2291,64
106020,Thu, 12 Nov 2009 15:10:43 +0000,Eduardo Avila,Unknown,Male,23,1
106034,Thu, 12 Nov 2009 15:39:10 +0000,Eduardo Avila,Unknown,Male,37,1
10610,Fri, 19 May 2006 15:30:54 +0000,Nicholas Laughlin,Unknown,Male,39,1
106136,Thu, 12 Nov 2009 23:02:59 +0000,Eduardo Avila,Neutral,Male,760,46
10618,Mon, 22 May 2006 08:20:49 +0000,Jorge Gobbi,Unknown,Male,333,11
10619,Fri, 19 May 2006 18:45:00 +0000,David Sasaki,Unknown,Male,120,1
106190,Fri, 13 Nov 2009 17:40:27 +0000,Marwa Rakha,Female,Female,308,12
10620,Fri, 19 May 2006 18:45:25 +0000,David Sasaki,Male,Male,143,1
106207,Tue, 17 Nov 2009 19:14:04 +0000,Juliana Rincón Parra,Neutral,Female,364,18
10621,Fri, 19 May 2006 18:46:30 +0000,David Sasaki,Unknown,Male,37,1
10622,Fri, 19 May 2006 18:46:50 +0000,David Sasaki,Male,Male,61,1
10623,Fri, 19 May 2006 18:47:14 +0000,David Sasaki,Unknown,Male,36,1
10624,Fri, 19 May 2006 19:03:22 +0000,David Sasaki,Unknown,Male,51,1
106241,Wed, 30 Nov -0001 00:00:00 +0000,Gabriela García Calderón,Male,Female,795,24
106429,Sun, 15 Nov 2009 12:35:14 +0000,Gabriela García Calderón,Male,Female,692,19
1066,Tue, 09 Aug 2005 19:24:36 +0000,David Sasaki,Unknown,Male,35,1
106701,Thu, 26 Nov 2009 17:21:33 +0000,Renata Avila,Neutral,Female,1111,26
106709,Thu, 19 Nov 2009 21:38:05 +0000,Paula Góes,Neutral,Female,2851,42
106712,Tue, 17 Nov 2009 00:31:50 +0000,Aparna Ray,Neutral,Female,1079,28
106802,Tue, 17 Nov 2009 12:13:11 +0000,Juan Arellano,Neutral,Male,1646,63
106915,Tue, 17 Nov 2009 19:32:40 +0000,Juliana Rincón Parra,Male,Female,75,1
10705,Mon, 22 May 2006 19:37:27 +0000,Georgia Popplewell,Unknown,Female,54,1
107053,Wed, 18 Nov 2009 15:01:49 +0000,Janine Mendes-Franco,Unknown,Female,57,1
107162,Thu, 19 Nov 2009 10:16:43 +0000,Eduardo Avila,Unknown,Male,43,1
107167,Thu, 19 Nov 2009 10:58:18 +0000,Eduardo Avila,Unknown,Male,52,1
107172,Thu, 19 Nov 2009 12:18:30 +0000,Eduardo Avila,Male,Male,44,1
107180,Fri, 20 Nov 2009 11:32:52 +0000,Firuzeh Shokooh Valle,Neutral,Female,1004,19
107191,Thu, 19 Nov 2009 15:01:43 +0000,Janine Mendes-Franco,Male,Female,28,1
107210,Thu, 19 Nov 2009 15:15:21 +0000,Janine Mendes-Franco,Unknown,Female,22,1
10725,Mon, 22 May 2006 23:24:36 +0000,David Sasaki,Unknown,Male,24,1
10726,Mon, 22 May 2006 23:37:11 +0000,David Sasaki,Male,Male,83,1
10727,Mon, 22 May 2006 23:43:36 +0000,David Sasaki,Unknown,Male,42,1
10728,Tue, 23 May 2006 00:07:00 +0000,David Sasaki,Male,Male,49,1
10729,Tue, 23 May 2006 00:10:07 +0000,David Sasaki,Unknown,Male,40,1
1073,Tue, 09 Aug 2005 20:46:15 +0000,David Sasaki,Male,Male,27,1
10730,Tue, 23 May 2006 00:13:04 +0000,David Sasaki,Neutral,Male,38,1
10732,Tue, 23 May 2006 03:29:06 +0000,Jose Murilo,Neutral,Male,2191,45
10737,Tue, 23 May 2006 12:40:51 +0000,Alice Backer,Unknown,Female,129,1
1074,Tue, 09 Aug 2005 21:06:02 +0000,David Sasaki,Male,Male,66,1
10740,Tue, 23 May 2006 13:47:33 +0000,Alice Backer,Unknown,Female,84,1
107478,Fri, 20 Nov 2009 22:39:21 +0000,Diego Casaes,Male,Male,237,12
1075,Tue, 09 Aug 2005 21:28:21 +0000,David Sasaki,Unknown,Male,34,1
10751,Tue, 23 May 2006 18:43:55 +0000,Melissa De León,Neutral,Female,1134,12
107547,Tue, 24 Nov 2009 08:45:29 +0000,Milton Ramirez,Neutral,Male,947,31
1076,Tue, 09 Aug 2005 21:44:43 +0000,David Sasaki,Unknown,Male,31,1
107622,Sun, 22 Nov 2009 14:46:16 +0000,David Sasaki,Neutral,Male,1200,60
10767,Wed, 24 May 2006 00:23:14 +0000,David Sasaki,Unknown,Male,46,1
10768,Wed, 24 May 2006 00:49:57 +0000,Rosario Lizana,Male,Female,196,7
10769,Wed, 24 May 2006 00:50:49 +0000,David Sasaki,Unknown,Male,61,1
10770,Wed, 24 May 2006 01:34:41 +0000,David Sasaki,Unknown,Male,52,1
10771,Wed, 24 May 2006 01:59:29 +0000,David Sasaki,Unknown,Male,11,1
10772,Wed, 24 May 2006 09:00:55 +0000,Georgia Popplewell,Unknown,Female,234,21
107739,Mon, 23 Nov 2009 17:51:16 +0000,Catalina Restrepo,Neutral,Female,909,44
10774,Wed, 24 May 2006 02:54:23 +0000,David Sasaki,Unknown,Male,62,1
10778,Wed, 24 May 2006 03:20:03 +0000,Nicholas Laughlin,Male,Male,50,1
107785,Wed, 25 Nov 2009 04:31:56 +0000,Belen Bogado,Neutral,Female,930,38
107862,Mon, 23 Nov 2009 20:33:22 +0000,Paula Góes,Neutral,Female,41,1
108005,Wed, 25 Nov 2009 15:08:29 +0000,Firuzeh Shokooh Valle,Neutral,Female,2227,45
108009,Thu, 26 Nov 2009 19:44:09 +0000,Laura Vidal,Neutral,Female,804,31
10805,Wed, 24 May 2006 17:41:08 +0000,Georgia Popplewell,Unknown,Female,54,1
108102,Mon, 30 Nov 2009 16:46:55 +0000,Gabriela García Calderón,Unknown,Female,689,25
108156,Thu, 26 Nov 2009 22:58:31 +0000,Diego Casaes,Neutral,Male,1759,46
108158,Fri, 27 Nov 2009 00:32:12 +0000,Eduardo Avila,Neutral,Male,638,39
108190,Wed, 25 Nov 2009 21:15:51 +0000,Juliana Rincón Parra,Unknown,Female,613,32
108299,Fri, 27 Nov 2009 06:53:44 +0000,Issa Villarreal,Neutral,Female,667,39
10832,Thu, 25 May 2006 00:25:34 +0000,David Sasaki,Unknown,Male,68,1
10833,Thu, 25 May 2006 00:51:26 +0000,David Sasaki,Unknown,Male,85,1
10834,Thu, 25 May 2006 01:00:47 +0000,David Sasaki,Unknown,Male,16,1
10835,Thu, 25 May 2006 01:20:25 +0000,David Sasaki,Unknown,Male,25,1
10836,Thu, 25 May 2006 01:32:33 +0000,David Sasaki,Unknown,Male,33,1
10837,Thu, 25 May 2006 01:43:50 +0000,David Sasaki,Male,Male,46,1
108397,Thu, 26 Nov 2009 15:07:50 +0000,Janine Mendes-Franco,Unknown,Female,34,1
10840,Thu, 25 May 2006 02:18:23 +0000,David Sasaki,Unknown,Male,166,1
10844,Thu, 25 May 2006 03:27:37 +0000,Eduardo Avila,Neutral,Male,812,9
10851,Thu, 25 May 2006 23:11:43 +0000,Jorge Gobbi,Neutral,Male,484,13
108547,Fri, 27 Nov 2009 10:53:29 +0000,Eduardo Avila,Unknown,Male,50,1
108549,Fri, 27 Nov 2009 10:57:57 +0000,Eduardo Avila,Male,Male,40,1
108555,Fri, 27 Nov 2009 12:00:35 +0000,Eduardo Avila,Unknown,Male,60,1
108572,Fri, 27 Nov 2009 12:55:29 +0000,Eduardo Avila,Unknown,Male,19,1
108708,Fri, 04 Dec 2009 18:41:21 +0000,Eduardo Avila,Neutral,Male,1178,83
10871,Thu, 25 May 2006 18:27:09 +0000,David Sasaki,Unknown,Male,33,1
108719,Fri, 27 Nov 2009 23:21:54 +0000,Janine Mendes-Franco,Male,Female,42,1
108749,Sat, 28 Nov 2009 00:09:04 +0000,Eduardo Avila,Neutral,Male,30,1
108751,Sat, 28 Nov 2009 00:09:26 +0000,Eduardo Avila,Unknown,Male,28,1
108753,Sat, 28 Nov 2009 00:09:51 +0000,Eduardo Avila,Unknown,Male,22,1
108755,Sat, 28 Nov 2009 00:11:08 +0000,Eduardo Avila,Unknown,Male,30,1
10880,Thu, 25 May 2006 20:27:54 +0000,Georgia Popplewell,Male,Female,42,1
108828,Wed, 30 Nov -0001 00:00:00 +0000,Raphael Tsavkko Garcia,Unknown,Male,0,0
108880,Sun, 29 Nov 2009 16:57:07 +0000,Nike Jung,Unknown,Female,478,13
108948,Sun, 29 Nov 2009 09:30:18 +0000,Eduardo Avila,Unknown,Male,32,1
108963,Wed, 02 Dec 2009 22:44:16 +0000,Paula Góes,Neutral,Female,1513,58
109028,Thu, 03 Dec 2009 02:33:03 +0000,Rocio Diaz,Unknown,Female,651,21
10905,Fri, 26 May 2006 02:14:48 +0000,David Sasaki,Neutral,Male,3159,75
10907,Fri, 26 May 2006 04:24:47 +0000,David Sasaki,Unknown,Male,38,1
10908,Fri, 26 May 2006 04:27:17 +0000,David Sasaki,Unknown,Male,10,1
109087,Tue, 01 Dec 2009 18:45:24 +0000,Mario Blanco,Male,Male,795,33
10909,Fri, 26 May 2006 04:31:21 +0000,David Sasaki,Unknown,Male,35,1
10910,Fri, 26 May 2006 04:35:47 +0000,David Sasaki,Unknown,Male,67,1
10911,Fri, 26 May 2006 04:43:29 +0000,David Sasaki,Unknown,Male,73,1
109376,Fri, 04 Dec 2009 11:18:31 +0000,Diego Casaes,Neutral,Male,1624,54
109587,Wed, 02 Dec 2009 23:58:42 +0000,Issa Villarreal,Unknown,Female,36,1
109597,Thu, 03 Dec 2009 00:28:57 +0000,Issa Villarreal,Female,Female,47,1
10967,Fri, 26 May 2006 22:07:15 +0000,Rosario Lizana,Unknown,Female,445,9
10972,Sat, 27 May 2006 04:46:09 +0000,David Sasaki,Unknown,Male,133,1
109728,Thu, 03 Dec 2009 15:53:59 +0000,Janine Mendes-Franco,Unknown,Female,49,1
10973,Sat, 27 May 2006 04:49:48 +0000,David Sasaki,Unknown,Male,82,1
109732,Thu, 03 Dec 2009 18:18:05 +0000,Issa Villarreal,Unknown,Female,74,1
109733,Thu, 03 Dec 2009 17:17:46 +0000,Juliana Rincón Parra,Neutral,Female,376,18
10974,Sat, 27 May 2006 04:55:54 +0000,David Sasaki,Unknown,Male,55,1
10975,Sat, 27 May 2006 04:58:54 +0000,David Sasaki,Unknown,Male,15,1
10976,Sat, 27 May 2006 05:08:15 +0000,David Sasaki,Male,Male,92,1
10979,Sun, 28 May 2006 01:05:39 +0000,Tim Muth,Neutral,Male,432,11
1098,Wed, 10 Aug 2005 19:29:37 +0000,David Sasaki,Male,Male,20,1
109849,Fri, 04 Dec 2009 02:21:46 +0000,Issa Villarreal,Unknown,Female,34,1
10986,Sun, 28 May 2006 18:15:26 +0000,Melissa De León,Neutral,Female,907,19
1099,Wed, 10 Aug 2005 19:34:20 +0000,David Sasaki,Female,Male,43,1
109917,Sat, 12 Dec 2009 12:59:30 +0000,Paula Góes,Neutral,Female,3783,71
109957,Fri, 04 Dec 2009 21:26:52 +0000,Issa Villarreal,Female,Female,43,1
1100,Wed, 10 Aug 2005 19:39:51 +0000,David Sasaki,Male,Male,46,1
110020,Mon, 07 Jun 2010 21:20:25 +0000,Paula Góes,Unknown,Female,46,1
